Name,Category,Public ID,Weight,Price,Fat,Protein,Carbs,KCal
Сметана 20%,Всё для окрошки,5b61ee5c-573a-432d-8ef1-8ffb0d9d67a7,350 g,134,20,2.5,3.4,204
Сметана 15% Вологодская,Всё для окрошки,9e9f3c6d-98f2-47a8-912c-3f26d7b771df,200 g,86,15,2.6,3.6,159.8
Сметана 25%,Всё для окрошки,6770c0b0-8f30-4f3c-b851-6ce14e87cbac,350 g,155,25,2.3,3,246.6
Сметана 10%,Всё для окрошки,32c1493f-9f55-4812-a243-b8f441361bfc,200 g,84,10,2.7,3.9,116.4
Сметана 20%,Всё для окрошки,917715ff-3054-4bdd-b7b0-36bbfc94c073,30 g,38,20,2.5,3.4,203.6
Сметана безлактозная 20%,Всё для окрошки,0596819d-f190-4971-ab51-aa81b68f9ba9,200 g,139,20,2.4,3.4,203.2
"Майонез ""Провансаль Слобода"",375 г",Всё для окрошки,54a03632-3220-4d1c-9cd1-c852eaf41861,375 g,120,67,0.3,3,616.2
Соль йодированная сорт экстра,Всё для окрошки,9dfe4e66-eaeb-46b9-863c-f49b052c1888,500 g,65,0,0,0,0
Перец черный молотый,Всё для окрошки,64b33672-fc7f-4cb0-afba-14d5e81cbfad,10 g,38,3.3,11,38.3,227
Кислота лимонная,Всё для окрошки,a89dc82d-bece-4ebb-8944-4c2806c9bea1,50 g,58,0,0,0,0
"Горчица ""Столовая""",Всё для окрошки,a16cc207-4121-4cf2-8f4d-7676ef65b8af,200 g,67,5,6,22,157
Перец черный горошком,Всё для окрошки,00817779-598f-4ba0-891f-8ae08ec2d535,15 g,50,3.3,10.4,38.7,251
Картофель молодой Египет,Всё для окрошки,7d6689ac-f4e9-4138-b913-dae7ab757e13,1.36 kg,170,0.4,2,16.3,76.8
Картофель отварной,Всё для окрошки,a7818434-2eb9-4d31-b028-1318e925ffe3,500 g,97,0.4,2,16.3,76.8
"Огурцы короткоплодные, вес",Всё для окрошки,77fa1860-c8eb-47e1-a6e8-a30b5420c18d,480 g,91,0,0,1.8,10
Огурцы корнишоны,Всё для окрошки,1a5094a0-a348-4c17-9239-726bb77cf190,300 g,216,0.1,0.8,3.3,13.3
Огурцы короткоплодные,Всё для окрошки,e03a4cf8-0d45-4cd6-89e6-def06d4d4a43,450 g,144,0.1,0.8,2.8,15
Огурцы гладкие,Всё для окрошки,6c2bb15f-248a-4a72-9375-94af94aa8d64,500 g,66,0.1,0.7,3.6,16
Огурцы Бакинские,Всё для окрошки,854eac7a-077e-4ab7-a729-b0aadc8169b9,300 g,193,0.1,0.8,2.8,15
Огурцы среднеплодные,Всё для окрошки,c3c81c80-2447-43b8-b2c4-5353096f6b52,600 g,244,0.1,0.7,3.6,16
"Квас ""Хлебный""",Всё для окрошки,51e197b7-88a0-457a-9dce-f73865e0e87c,1 l,78,0,0.1,6,24.4
Квас Традиционный,Всё для окрошки,76fa680d-a66d-40bf-96b1-02461f1ef080,1 l,134,0,0,5.2,20.8
Кефир 1% в бутылке,Всё для окрошки,a3792e37-2fa3-4f32-b071-274c6daa5d10,900 ml,89,1,3,4,37
"Кефир 2,5% в бутылке",Всё для окрошки,d333e9dd-d3de-4045-9ccc-91451f3df688,950 ml,92,2.5,3,4,51
"Кефир 3,2%",Всё для окрошки,61b030a4-9f69-40cb-95dd-57b87280d8fb,1 l,89,3.2,3,4,60
"Кефир 3,2% с крышкой",Всё для окрошки,39d52dab-e367-41d4-b990-db56e21da04b,1 l,97,3.2,3,4,56.8
Вода родниковая газированная,Всё для окрошки,e02909f0-1134-4c69-8b6f-1d1c4cbd70b1,1.5 l,55,0,0,0,0
"Вода минеральная газированная ""Легенда гор Архыз""",Всё для окрошки,48949b78-1b11-4927-afe1-ab28e0444d7f,1.5 l,66,0,0,0,0
Крылья куриные в маринаде,Майские шашлыки,c99d5d5b-799d-477d-bb36-bbd4861a4e50,700 g,384,11.2,17,1,170
Цыпленок табака,Майские шашлыки,d5a76078-ed54-48e2-8129-42fdf457b5e0,1.48 kg,676,20,15,0,240
Буженина для запекания из бедра индейки,Майские шашлыки,23922cc7-e29e-4760-9630-2fc476b23716,980 g,786,10,14,1,150
Голень индейки в маринаде,Майские шашлыки,2e911a7c-0f17-43f5-8690-aa432427c417,980 g,527,10,14,0,150
Стейк мачете в устрично-луковом маринаде,Майские шашлыки,2c0152d1-c568-46ae-8b7a-97e5a8e11fd6,150 g,372,9.9,12.5,7.9,170.7
Филе цыпленка в маринаде петрушка с чесноком,Майские шашлыки,50dc3be8-5fe2-43d3-aa43-485bd15b31ab,700 g,489,5,19,1,125
Колбаски Для жарки в беконе с сыром,Майские шашлыки,ccfa9e8f-9f87-4689-b597-8fd8c65d99fb,350 g,418,21,13,1,245
 Кебаб из мраморной говядины,Майские шашлыки,2959b82f-82c9-4c11-8334-4e9ea5fe6eac,400 g,497,30,12,0,318
Горбуша стейк заморозка,Майские шашлыки,86155662-941b-45df-89dd-0790391ccee9,770 g,557,4,20,0,116
Кижуч стейк свежемороженный,Майские шашлыки,e8abc4c3-1cf7-45df-839b-e017931a5577,860 g,980,9,22,0,173
Дорада в оливковом масле с пряностями,Майские шашлыки,f3bb92c1-48e8-4879-b833-5b0a81fcbbfd,470 g,745,11.5,22,5.7,214.3
Шашлычки из креветок Аргентинские,Майские шашлыки,83bdfc72-0e7b-4306-bd60-6f933ad8937f,400 g,1154,6.2,17.8,0.6,129.4
Соус для макарон с кусочками томатов,Майские шашлыки,260140a6-82bb-4e80-9ec8-2f918fd6bd3b,360 g,166,0.8,0,16,59
"Соус ""Цезарь""",Майские шашлыки,b2b61970-ba05-411e-b052-443e9fbb4209,275 g,265,55,2.2,3.8,519
Горчица Дижонская ,Майские шашлыки,6d47ed9a-c5a4-49ad-925b-5f7b526058e1,180 g,122,14.3,5.8,20.6,234.3
Соус Песто,Майские шашлыки,6524931d-ad7f-42a5-be4e-015c42e178e9,180 g,340,59,6.9,7,585
"Соус ""Карри""",Майские шашлыки,7c39ccfe-add5-47c9-bea9-64825de2b307,330 g,95,0.2,0.2,34.6,141
Соус Песто Фреш с зелёным базиликом ,Майские шашлыки,431a3039-14e1-4e35-846f-3799afc6e58a,90 g,270,59.8,5.9,6.5,587.8
"Соус соевый, 220 мл",Майские шашлыки,e301c496-8113-47bb-8fc2-8039b20695d1,220 ml,110,5,4.4,13.9,77.7
"Соус ""Сулини с зеленью"" 6-8%",Майские шашлыки,742fd549-103a-43b5-8ada-b675ee3def7e,200 g,134,6,7,2.6,110.4
"Соус для макарон с кусочками томатов, луком и чесноком",Майские шашлыки,26de2e9f-0a3d-4043-b7ca-786cd4368cce,260 g,131,1.1,1.2,13.1,67.1
"Соус ВкусВилл ""Чили Сладкий""",Майские шашлыки,3a0fb69d-57a6-4e2b-91db-f4f7ae7031f5,300 g,168,0.2,0.3,44.2,179.8
"Горчица ""Зернистая с медом""",Майские шашлыки,d9dd6738-fddf-4065-943e-6d9140770564,180 g,113,0.5,6.9,31.2,156.9
"Соус майонезный ""Лёгкий"" 30%, веган",Майские шашлыки,9dd467ad-e69f-48c6-af6f-f53f041a3394,200 g,206,30,1.3,6.5,301.2
"Соус ""Медово-горчичный""",Майские шашлыки,e33fb80a-eca8-42ed-8554-b0fe3e520a16,275 g,136,15.1,1.3,23.6,235.5
"Соус ""Песто"" классический",Майские шашлыки,40572e80-dbf8-417d-a7a5-ba34ee9c40d2,90 g,310,52.5,13,4.8,543.7
Соус грибной,Майские шашлыки,3ad9feb4-bbef-4b0b-a4de-d5a7c7e4757d,210 g,165,55,1.3,3.5,514.2
"Соус ""Брусничный""",Майские шашлыки,44fbc92d-4311-4686-ae10-8c72be654112,120 g,153,1.8,0.3,24.9,117
"Соус азиатский ""Острый чили"", 230 г",Майские шашлыки,4f92e0c0-58a1-4ac7-a797-ca014c5e4039,230 g,230,0.1,1.4,36.2,151.3
"Соус огуречный ВкусВилл ""Релиш""",Майские шашлыки,f887cb61-981d-4eb2-98aa-c276d2d53c5a,190 g,183,0.1,1.9,8.5,42.5
Соус ВкусВилл для гарнира Жюльен (с соей),Майские шашлыки,4ec2d078-4997-4136-98b7-457f10467553,200 g,248,20,4.5,6.5,224
"Лаваш ""Армянский""",Майские шашлыки,03176fbd-4a2e-49bc-b631-f27714a66ed8,160 g,56,0.6,9.8,63.4,298.2
"Лаваш ""Армянский"" тандырный",Майские шашлыки,6c38f3aa-94b7-4561-94c0-a9ad532cc0be,150 g,58,1.2,9.8,52.8,261.2
"Лаваш Армянский тандырный, нарезка",Майские шашлыки,95e25f0b-04be-44e0-81bf-9c4ded7127e1,200 g,78,1.2,9.8,52.8,261.2
Тортилья пшеничная,Майские шашлыки,f74aa057-a11a-451e-8ed4-74347a2b44af,150 g,63,3.8,8.5,56.7,295
Пита Ливанская ,Майские шашлыки,b2d67c7d-4f1c-4918-b56d-2de6d86a3351,160 g,76,2,8.5,51.4,257.6
Тортилья с томатом и паприкой,Майские шашлыки,6535094e-504c-4895-8e86-57709e76a905,150 g,77,4.2,7.2,39.5,224.6
"Мини-пита с куркумой, 5 шт.",Майские шашлыки,a4a068c1-0379-4a94-b67e-5b3a902877dd,150 g,58,1.2,8.8,53.5,260
Томаты  розовые Азербайджан вес ,Майские шашлыки,0c721d79-8a06-4900-b493-0ab7b8d4225a,560 g,217,0.2,0.9,3.9,18
"Томаты черри ""Карамелька"", 250 г",Майские шашлыки,d088cb4d-612c-4a5a-9145-842c21dc4cbe,250 g,192,0.1,0.8,2.8,15
"Томаты черри красные Египет, 250 г",Майские шашлыки,c41271e7-32ca-4bf8-a98b-df33dc216fb1,250 g,168,,,,
Томаты черри виноградные сладкие,Майские шашлыки,7c40ae84-7727-4ed4-86ce-f25d167fba9d,250 g,245,0.1,0.8,2.8,15
Томаты черри сладкая гроздь,Майские шашлыки,3c37f2e3-041f-4556-9c69-d1016f1b2f3a,250 g,288,0.1,0.8,2.8,15
Томаты черри красные,Майские шашлыки,f2611231-c906-4b59-8014-3d3a8b2c7eab,250 g,187,0.1,0.8,2.8,15
Томаты сливка красные,Майские шашлыки,0b456f01-9457-40be-b94a-05c7acc4b76b,490 g,127,0.2,1.1,3.7,20
Томаты сливка красные Фламенко,Майские шашлыки,ffa8f4cb-0372-44e0-ad6a-71f851ef25ee,560 g,196,0.2,0.9,3.9,18
Томаты черри желтые сладкая гроздь ,Майские шашлыки,0e97cb6a-7471-48d7-91a2-e145c7b6a29b,250 g,226,0.1,0.8,2.8,15
Томаты Розовые вес,Майские шашлыки,26804844-e18c-4a2a-adc3-705be7443f8d,540 g,132,0.2,1.1,3.7,20
Томаты розовые Дагестан,Майские шашлыки,9947be59-1070-4899-b080-1d9428833a5f,550 g,210,,,,
Томаты красные,Майские шашлыки,4f849138-13e5-41c1-92f3-087a45246671,480 g,84,0.2,1.1,3.7,20
Томаты черри красные на ветке,Майские шашлыки,172a7453-58ad-4d0a-af7a-c915e90f5a61,250 g,213,0.1,0.8,2.8,15
Томаты мини на ветке,Майские шашлыки,7fff0181-d41f-4a7a-ac01-cdfbcfc7069e,450 g,217,0.2,1.1,3.7,20
"Томаты черри шоколадные, 200 г",Майские шашлыки,2b69522b-93c0-4833-ac99-9246db733b5f,200 g,172,0.1,0.8,2.8,15
"Томаты красные Зира, 450 г",Майские шашлыки,1367af20-b266-4ee5-a665-e30ec645899a,450 g,288,0.5,1.1,3.7,20
Томаты черри виноградные сладкие,Майские шашлыки,490d1f96-af58-43bc-9ce2-60071d685f9d,500 g,466,0.1,0.8,2.8,15
Томаты Пинк Парадайз Узбекистан,Майские шашлыки,d0b4c9d2-4795-404a-ae90-2d546d4a408a,350 g,288,0.2,0.9,3.9,18
Томаты черри конфетто,Майские шашлыки,60346cd5-f02f-459c-a508-c78acadba5ca,250 g,205,0.1,0.8,2.8,15
"Томаты черри сладкие сорт Дональд, 200 г",Майские шашлыки,8dd88362-2ce0-436f-a550-9fea38f1263e,200 g,161,0.1,0.8,2.8,15
"Томаты сливка желтые, 350 г",Майские шашлыки,35c49a07-03d8-4564-90ad-4d031843b4fd,350 g,158,0.3,1,2.3,15
"Томаты розовые Краснодар, 500 гр",Майские шашлыки,b1a3ce35-825e-4e84-8069-c7ec3178c797,500 g,268,0.2,1.2,3.8,20
Томаты розовые Узбекистан,Майские шашлыки,2dffdc72-c8cd-406a-a994-8cfc586e4b01,430 g,337,0.2,1.1,3.7,20
Томаты мини,Майские шашлыки,ae231e91-9b32-42da-93ed-a32b7451eada,440 g,167,0.2,1.1,3.7,20
Томаты черри красные бочонки,Майские шашлыки,e894e68a-34ea-4168-ab8f-916173be8ca7,250 g,197,,,,
Томаты сливка Фламенко,Майские шашлыки,d3add275-ce12-4165-b64d-1510916c6387,450 g,213,0.2,0.9,3.9,18
"Томаты черри ""Карамелька""",Майские шашлыки,b2f2e5af-66dc-4331-818f-3e53eb4858c0,500 g,365,0.1,0.8,2.8,15
Томаты красные на ветке,Майские шашлыки,730ea239-021d-471c-b9c6-f3aa58cc1666,560 g,114,0.2,1.1,3.7,20
Томаты черри сливовидные красные,Майские шашлыки,77dcd343-1bc1-433e-97cd-883fd0f74c04,250 g,213,0.1,0.8,2.8,15
Томаты черри красные на ветке,Майские шашлыки,b3f13f64-7073-4393-ad5b-5e1b46f9660f,500 g,414,0.1,0.8,2.8,15
"Огурцы Луховицкие, 500 г",Майские шашлыки,99e83a9c-300a-4a40-b305-82d2f394f509,500 g,137,,,,
Огурцы среднеплодные вес,Майские шашлыки,89df025b-97ba-4f9a-a0e1-ed6c18396b87,510 g,89,0.1,0.7,3.6,16
"Огурцы длинноплодные, шт",Майские шашлыки,8d30c595-1dd7-4226-8b6f-699b8647b609,200 g,67,0.11,0.65,3.63,15
"Огурцы гладкие, 3 шт",Майские шашлыки,0c269292-0833-44ef-844c-5ebdd2daabcd,600 g,110,0.1,0.7,3.6,16
Набор столовых приборов,Майские шашлыки,cd2c278f-0921-4b18-8aab-ef22d46ea744,25 g,15,,,,
"Набор вилок, 6 шт",Майские шашлыки,c772952c-3d0f-4a83-bba7-e47b85a69609,1 g,32,,,,
"Набор стаканов бумажных, белые, 6 шт",Майские шашлыки,05849fe6-51b2-400a-bae6-fc1c616a5a75,1 g,68,,,,
"Набор тарелок бумажных, белые, 6 шт",Майские шашлыки,66a21e43-d22b-415a-951a-a15fef4db5b6,1 g,68,,,,
"Столовые приборы в комплекте: вилка, ложка, нож",Майские шашлыки,1be11af0-7a81-4011-b2c1-92c8f7185bdd,60 g,97,,,,
"Шпажки бамбуковые в ассортименте 12 см, 50 шт",Майские шашлыки,8e15955a-39be-4fa8-99e6-cda3a1830568,25 g,330,,,,
"Салфетки бумажные 1слой, 100 шт",Майские шашлыки,81515f60-71d5-4a9d-859c-735ace086a69,60 g,50,,,,
"Полотенца бумажные 2 слоя, 2 рулона",Майские шашлыки,f3e7eaf0-63a7-4b93-b7d6-eb57d2e71395,222 g,135,,,,
Полотенца универсальные,Майские шашлыки,9a616a5b-8829-4b12-8eb1-926f7913fe5a,230 g,195,,,,
Салфетки бумажные в коробке,Майские шашлыки,6bc56da3-006c-4fce-82b8-3e211453d60c,153 g,115,,,,
"Полотенце универсальное, 200 листов",Майские шашлыки,cbf2301c-4b5d-432d-8846-6a9ba88de141,522 g,340,,,,
"Полотенца бумажные, 180 листов",Майские шашлыки,2d46bc72-4684-45ed-8aa2-a447bf788ea2,400 g,185,,,,
Салфетки бамбуковые в коробке,Майские шашлыки,f9fe3279-8737-40a7-b3af-01295abb7f9c,135 g,125,,,,
"Полотенца бумажные, 2 слоя, 4 рулона",Майские шашлыки,10643e72-2576-4b21-9197-135335081c5a,476 g,210,,,,
"Полотенца бумажные ВкусВилл из вторичного волокна 2 слоя, 2 рулона",Майские шашлыки,c0afcef1-aa94-4d95-bdc4-2e877d00037b,204 g,78,,,,
"Салфетки бумажные 2сл 85 листов, в салфетнице",Майские шашлыки,8e519757-1adf-46d8-b8f8-ce3dc76c196a,100 g,110,,,,
Салфетки бумажные 2 слоя 50 шт,Майские шашлыки,55add628-cfb7-4467-b80f-05d0dec43b24,90 g,50,,,,
Эскалоп свиной,Майские шашлыки,f8cf0385-21b0-4f07-9fe6-8982ec7727d0,400 g,351,17,16,0,217
Мякоть окорока бараньего,Майские шашлыки,3f61eb14-368e-4277-a78c-fb4075c42bb2,500 g,880,18,15,0,222
Лук репчатый,Майские шашлыки,75cd592e-529f-4f21-8cfa-1922940bad0a,630 g,40,0,1.4,10.4,47
Чеснок,Майские шашлыки,ee97f20c-683a-47ed-9eef-780cc11aa594,100 g,63,0.5,6.5,29.9,143
Лук Крымский,Майские шашлыки,2d62e7ac-96fc-4283-99d0-8c3176e9d7e8,370 g,176,0.2,1.4,0,41
Чеснок молодой,Майские шашлыки,8017fa6f-14c5-4d11-9b80-faade55288fb,250 g,186,,,,
Лук красный,Майские шашлыки,93d068a0-d364-4504-8392-673ce2b5c264,500 g,174,0.2,1.4,0,41
Чеснок,Майские шашлыки,53494d2b-2bf8-4112-8f59-246d7701be70,100 g,103,0.5,6.5,29.9,143
Лук шалот,Майские шашлыки,13e2e629-4d3e-40b1-8d50-c1514dd0e9cb,250 g,258,0.1,2.5,16.8,72
Лук белый,Майские шашлыки,53878f19-1e06-46ec-84bc-d3c362903d46,500 g,174,0.2,1,0,0
"Чеснок Фермерский,100 г",Майские шашлыки,d0952c07-732c-4d77-881d-20c9d59ea1d7,100 g,114,0.5,6.5,29.9,143
"Чеснок молодой, шт",Майские шашлыки,12e8c8dd-fc2c-4fae-8f53-fd3b1f8cc399,95 g,72,0.5,6.5,29.9,143
Морковь мытая,Майские шашлыки,fffad5bc-b331-4e2a-b244-980692fc564e,600 g,116,0.3,0.9,6.8,41
"Морковь резаная ""Сочная морковь""",Майские шашлыки,2c6030d1-0ac9-4fa7-bfe3-be786f841fac,250 g,95,0.3,0.9,6.8,41
Перец красный сладкий,Майские шашлыки,105d81a4-13fc-4d7f-9405-93b60269722d,330 g,147,0,1.3,6.9,33
Перец сладкий ассорти,Майские шашлыки,89df2c7f-d524-4718-bb6d-f48dcbc905d1,600 g,368,0,1.3,6.9,33
"Перец болгарский красный, шт",Майские шашлыки,f986add6-e676-40c8-910c-beee260af7d2,300 g,166,,,,
Перец красный сладкий,Майские шашлыки,6298ae32-7bdd-4c34-82d0-545bad530424,500 g,281,0,1.3,5.3,27
Перец желтый сладкий,Майские шашлыки,fd1955b0-e84b-4a0d-9279-b2d463bef41d,450 g,272,0,1.3,6.9,33
"Перец Палермо, 2 шт",Майские шашлыки,88646c35-25ad-416b-b96d-a14bf16f0567,200 g,181,0.1,1.3,5.2,27
Картофель мытый фасованный,Майские шашлыки,eade1c75-a6ee-459d-9483-569ac86ba617,2.5 kg,171,0.4,2,16.1,76
Баклажаны Россия,Майские шашлыки,428c1658-5147-40d3-8ff9-9fe4323ac348,430 g,132,0.1,1.2,4.5,24
Брокколи,Майские шашлыки,94b4facd-47ac-423a-911f-b7b96bd654b7,390 g,140,0.4,3,5.2,28
Капуста молодая новый урожай вес,Майские шашлыки,d72aa405-de7f-4b2e-a49f-3a3ea6b55cce,1.25 kg,110,0.1,1.8,4.7,27
Капуста цветная,Майские шашлыки,91892be0-15b6-4bf0-aac9-6c6c71929048,780 g,276,0.3,2.5,5.4,30
Свекла молодая,Майские шашлыки,72071a62-5eb0-41c2-bbf0-d3ef35ed8505,570 g,71,0.2,2,11,49
Свекла,Майские шашлыки,813e6fbc-2889-4a5a-8aea-8146a011700c,660 g,48,6,1.8,10.8,49
Капуста Пекинская,Майские шашлыки,3cc2716f-addd-4206-b792-92adc17fddfa,690 g,167,0.2,1.2,2,16
Капуста цветная соцветия,Майские шашлыки,1dfd4a74-a2a9-4aa4-b500-ba5d06dd1dd2,400 g,198,0.3,2.5,5.4,30
Тыква вес,Майские шашлыки,8928f622-3982-4c3d-94d7-a63ab2e2143c,1.8 kg,308,0.3,1.3,7.7,28
"Кукуруза молодая, 2 шт",Майские шашлыки,55a890ef-5c60-40bd-9c7e-3b4d51c5451d,400 g,296,4.9,10.3,60,325
Укроп,Майские шашлыки,6484780f-b06e-4bf1-850d-d3443cb11fdb,30 g,47,0.5,2.5,6.3,38
Салат Шпинат,Майские шашлыки,4a515954-77d2-408d-b25c-5ec6a98f8ee1,125 g,211,0.3,2.9,2,22
Лук зеленый,Майские шашлыки,300b592a-341b-4ac1-ac75-b6b2e02624ac,50 g,53,0,1.3,4.6,19
Кинза,Майские шашлыки,830cd79a-7f97-4a57-a0ab-d91e6fb7cabb,30 g,61,0.5,2.1,1.9,23
"Сельдерей черешковый, шт",Майские шашлыки,d9200deb-5400-4df9-9b1c-84ace95c693c,350 g,184,0.1,0.9,2.1,12
Мята свежая в лотке,Майские шашлыки,30b80fa7-369c-46f8-8614-e75b267cb93f,60 g,148,,,,
Розмарин свежий фасованный,Майские шашлыки,ba652a4d-c9ff-4b62-9664-208aced096f6,30 g,103,5.9,3.3,20.7,131
"Базилик зеленый, 30 г",Майские шашлыки,094ba840-b240-4e8c-b46b-d5e2a46a6fd0,30 g,166,0.6,2.5,4.3,27
Микрозелень гороха,Майские шашлыки,e0b9c7a3-6cf6-408e-9092-e68c74931d78,50 g,150,0.2,3.1,6,30
Микс из микрозелени подсолнечника и салата кейла ,Майские шашлыки,0cf90448-44fd-46ab-b08f-6379a3071e14,50 g,141,3.7,2,2.2,43
Проростки Фасоли (маш),Майские шашлыки,940dbb9f-f5f1-4afa-bd50-96165cd8cbae,150 g,134,0.3,7,20.6,54
Микс из проростков №1,Майские шашлыки,3f70bfc4-c044-4221-a649-97d9a0e52529,100 g,161,3.4,8,16,126.6
"Микс салатный ""Тоскана""",Майские шашлыки,d270f99b-f5b2-40d0-b43e-fb13719183c3,120 g,158,0.2,1.5,2,16
Салат Листовой в горшочке,Майские шашлыки,98339798-6ed0-4c6c-9efb-f80583dd3265,80 g,100,0.3,1.2,1.3,12
Салат Айсберг вес до 510 г,Майские шашлыки,6fa9dbd0-8e53-4841-b4ed-18f35df42d60,510 g,162,0.1,0.9,1.8,14
"Салат Рукола, 125 г",Майские шашлыки,5734a65f-1cac-4262-8245-f67ca4f8ca01,125 g,205,0.7,2.6,2.1,25
Салат Айсберг,Майские шашлыки,aafd1e83-3908-4726-bad4-4cd837e4bccf,200 g,116,0.1,0.9,1.8,14
Салат Рукола,Майские шашлыки,7cf4bd91-efea-4249-811f-ed0150ea7fe3,50 g,153,0.67,2.47,2.36,25.88
"Микс салатный Рукола, Корн, Радичио",Майские шашлыки,a7fc8955-aa81-4ea0-9b12-bfba554c08c9,125 g,214,0.11,1.36,0,11.7
"Микс салатный ""Грасс""",Майские шашлыки,e3c7b9d6-1233-4fb9-adea-b104528e0f5d,65 g,189,0.2,1.5,2,16
"Микс из капусты белокочанной и моркови, нарезка, 250 г",Майские шашлыки,2666949d-823c-49a3-b16d-4f3940d7b6b0,250 g,98,0,0,0,0
"Микс салатный ""Месклам""",Майские шашлыки,fd3219c4-c26e-47cc-81aa-5a3307e7730f,125 g,210,0.3,1.8,3.3,21
"Микс салатный ""Римини"" 120 г",Майские шашлыки,bef42924-bf14-4e08-9605-99c433bc01dd,120 g,153,0.3,1.3,3.7,20
"Микс салатный ""Цезарь""",Майские шашлыки,07cd4bcd-adeb-46a0-936a-5695a3066cce,140 g,122,0.2,1.5,2.3,17
"Салат Фриллис,100 г",Майские шашлыки,80a0df1a-c9b5-4bc9-9416-7870a3b8cecf,100 g,177,0.7,2.6,2.1,25
"Микс салатный ""Прованс""",Майские шашлыки,d9d5f2ea-ef3c-4532-83c3-55806fcee3bb,200 g,116,0.2,1.5,4.6,26.2
"Микс салатный ""Вита микс"" , 150 г",Майские шашлыки,ab9dd688-253a-42e9-8c37-70c63acc26ce,150 g,213,0,0,0,37.5
"Микс салатный ""зеленое ассорти"", 75 г",Майские шашлыки,6b0acc36-d27e-429a-8dd0-88c9dc797c85,75 g,144,,,,
Салат Кейл,Майские шашлыки,2288b68b-3040-423a-b9c5-29429c994060,75 g,126,0.7,3.3,8,50
Салат Саланова кудрявый в горшочке,Майские шашлыки,3f9a9602-61b3-4a4d-85a0-0afae5a62656,80 g,142,0.2,1.2,2.3,13
Сок апельсиновый прямого отжима,Майские шашлыки,153cc9e1-9de5-444c-a610-01a2f987b546,1 l,487,0,0.6,8.9,38
Сок яблочный осветлённый,Майские шашлыки,cb09470e-1fb5-4ca4-831c-90787eb680fd,1 l,142,0,0,10,40
Сок ананасовый восстановленный,Майские шашлыки,a5e9fbec-6e7f-46ce-8a8b-347212d6873e,1 l,194,0,0,13,52
Сок ВкусВилл прямого отжима яблоко ст/б,Майские шашлыки,f1059855-eaef-4df5-9a20-a2477c880796,1 l,190,0,0.1,9.8,168.3
Сок ананасовый прямого отжима,Майские шашлыки,36acf530-f139-4531-9765-9f7d03c53df7,1 l,425,0,0.5,13.5,56
Сок томатный прямого отжима с солью ВкусВилл,Майские шашлыки,d31e34fa-fb0e-43c8-9b0a-8a864ff70f18,1 l,165,0,0,4.3,172
Сок томатный с мякотью восстановленный,Майские шашлыки,44afcc1a-63a6-4460-a157-a65ca6f9c479,1 l,145,0,0,3,20
Сок апельсиновый свежевыжатый,Майские шашлыки,9add056b-54da-492a-bd5b-4c4d47b21ea4,1 l,595,0,0.6,8.9,39
Сок гранатовый прямого отжима,Майские шашлыки,7fae1881-c7f9-4572-b5e1-041030804c1a,1 l,399,0.3,0.4,13.8,59.5
